Email,Name,Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Backlog in 5th sem,Innovative Project(Y/N),Communication level,Technical Course,Placement(Y/N)?,Required job role ,
tzade@example.com,Trisha Zade,Female,CBSE,73.6,CBSE,65.1,Artificial Intelligence and Data Science,9.11,Yes,Yes,0,Yes,2,3,Placed,Data Analyst,
lghosh@example.com,Leena Ghosh,Female,CBSE,99.9,CBSE,81.1,Artificial Intelligence and Data Science,7.65,Yes,Yes,1,yes,5,4,Not Placed,Business Analyst,
krishna.nath@example.com,Krishna Nath,Male,WBBSE,71.1,Other state Board,90.9,Information Technology,7.86,Yes,Yes,1,Yes,1,3,Not Placed,Cloud Engineer,
usha_rai@example.com,Usha Rai,Female,ICSE,94.3,WBCHSE,82.3,Information Technology,7.22,No,Yes,1,No,2,2,Not Placed,Cloud Engineer,
adeshmukh@example.net,Atul Deshmukh,Male,State Board,74.4,Other state Board,83,Artificial Intelligence And Machine Learning,6.5,Yes,No,4,Yes,5,1,Not Placed,AI Engineer,
uday.kulkarni461@example.net,Uday Kulkarni,Male,ICSE,82,ISE,72.5,Information Technology,8.62,Yes,No,0,No,2,2,Placed,Cloud Engineer,
aarav.iyengar@example.com,Aarav Iyengar,Male,CBSE,83.5,WBCHSE,82.6,Artificial Intelligence and Data Science,9.32,Yes,Yes,0,No,5,2,Placed,Data Analyst,
rachit@example.com,Rachit Setia,Male,CBSE,88.6,BSEB,70.3,Cyber Security Engineer,8.89,Yes,No,0,No,1,3,Placed,Cyber Security Analyst,
swarasaini@example.com,Swara Saini,Female,CBSE,73.8,ISE,85.3,Computer Science,7.16,Yes,Yes,2,Yes,2,4,Not Placed,Cyber Security Analyst,
esha_verma@example.com,Esha Verma,Female,ICSE,98.8,CBSE,74.9,Artificial Intelligence And Machine Learning,8.15,No,Yes,0,No,1,3,Placed,AI Engineer,
arnav@example.net,Arnav Bose,Male,State Board,83.9,Other state Board,60.9,Artificial Intelligence and Machine Learning,7.5,Yes,Yes,0,Yes,5,2,Placed,Machine Learning Engineer,
ojasraina@example.org,Ojas Raina,Male,CBSE,78.7,WBCHSE,45,Computer Science,5.5,No,No,4,Yes,3,1,Not Placed,Machine Learning Engineer,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
